S&P Comp.,Dividend,Earnings,CPI,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,TR CAPE,Monthly Total Bond Returns,Real Total Bond Returns
67.07,3.6,8.89,51.9,7.43,406.11,21.8,590.2057466063349,53.83,274.7563420724095,8.29,9.79,1.0,10.49
72.56,3.62,8.74,52.1,7.5,437.66,21.86,590.2057466063349,52.74,274.7563420724095,8.92,10.55,1.01,10.47
80.10,3.65,8.6,52.5,7.39,479.46,21.83,590.2057466063349,51.46,274.7563420724095,9.76,11.56,0.98,10.53
83.78,3.67,8.45,52.7,7.73,499.59,21.88,590.2057466063349,50.39,274.7563420724095,10.16,12.04,0.97,10.31
84.72,3.68,8.29,52.9,8.23,503.28,21.88,590.2057466063349,49.23,274.7563420724095,10.23,12.13,1.02,9.99
90.10,3.7,8.12,53.2,8.06,532.22,21.84,590.2057466063349,47.98,274.7563420724095,10.82,12.84,1.02,10.12
92.40,3.71,7.96,53.6,7.86,541.74,21.75,590.2057466063349,46.67,274.7563420724095,11.01,13.07,0.99,10.25
92.49,3.71,7.89,54.2,8.06,536.26,21.51,590.2057466063349,45.77,274.7563420724095,10.9,12.95,0.98,10.06
85.71,3.71,7.83,54.3,8.4,496.04,21.47,590.2057466063349,45.3,274.7563420724095,10.09,12.0,1.0,9.88
84.67,3.71,7.76,54.6,8.43,487.32,21.35,590.2057466063349,44.66,274.7563420724095,9.92,11.81,1.03,9.88
84.67,3.71,7.76,54.6,8.43,487.32,21.35,590.2057466063349,44.66,274.7563420724095,9.92,11.81,1.03,9.88
90.07,3.69,7.89,55.3,8.05,511.84,20.97,590.2057466063349,44.86,274.7563420724095,10.44,12.44,1.01,10.14
88.70,3.68,7.96,55.5,8.0,502.24,20.84,590.2057466063349,45.07,274.7563420724095,10.25,12.23,1.02,10.21
96.86,3.68,8.19,55.6,7.74,547.46,20.82,590.2057466063349,46.31,274.7563420724095,11.19,13.34,1.0,10.44
100.60,3.69,8.43,55.8,7.79,566.56,20.76,590.2057466063349,47.46,274.7563420724095,11.59,13.83,1.01,10.43
101.10,3.69,8.66,55.9,7.73,568.36,20.74,590.2057466063349,48.68,274.7563420724095,11.63,13.88,1.02,10.53
101.90,3.71,8.86,56.1,7.56,570.81,20.8,590.2057466063349,49.61,274.7563420724095,11.69,13.95,0.98,10.68
101.20,3.74,9.05,56.5,7.9,562.88,20.78,590.2057466063349,50.35,274.7563420724095,11.53,13.76,1.01,10.42
101.80,3.76,9.25,56.8,7.86,563.22,20.8,590.2057466063349,51.18,274.7563420724095,11.54,13.78,1.01,10.47
104.20,3.79,9.35,57.1,7.83,573.47,20.86,590.2057466063349,51.46,274.7563420724095,11.76,14.03,1.01,10.5
103.30,3.82,9.45,57.4,7.77,565.55,20.91,590.2057466063349,51.74,274.7563420724095,11.6,13.84,1.02,10.56
105.50,3.85,9.55,57.6,7.59,575.59,21.0,590.2057466063349,52.1,274.7563420724095,11.81,14.09,1.02,10.72
105.50,3.85,9.55,57.6,7.59,575.59,21.0,590.2057466063349,52.1,274.7563420724095,11.81,14.09,1.02,10.72
101.20,3.98,9.79,58.0,7.29,548.32,21.58,590.2057466063349,53.04,274.7563420724095,11.25,13.43,1.04,11.01
104.70,4.05,9.91,58.2,6.87,565.33,21.87,590.2057466063349,53.51,274.7563420724095,11.6,13.85,0.98,11.37
103.80,4.1,9.97,58.5,7.21,557.6,22.01,590.2057466063349,53.54,274.7563420724095,11.44,13.66,0.99,11.1
101.00,4.14,10.02,59.1,7.39,537.05,22.03,590.2057466063349,53.3,274.7563420724095,11.01,13.15,1.0,10.92
100.60,4.19,10.08,59.5,7.46,531.33,22.13,590.2057466063349,53.24,274.7563420724095,10.9,13.02,1.01,10.86
99.05,4.25,10.19,60.0,7.37,518.78,22.24,590.2057466063349,53.39,274.7563420724095,10.64,12.71,1.0,10.9
98.76,4.3,10.31,60.3,7.46,514.69,22.43,590.2057466063349,53.71,274.7563420724095,10.55,12.61,1.02,10.84
99.29,4.36,10.42,60.7,7.28,514.04,22.57,590.2057466063349,53.95,274.7563420724095,10.53,12.6,1.0,10.98
100.20,4.41,10.52,61.0,7.33,516.2,22.7,590.2057466063349,54.18,274.7563420724095,10.57,12.65,1.0,10.95
97.75,4.45,10.61,61.2,7.4,501.93,22.87,590.2057466063349,54.5,274.7563420724095,10.27,12.3,1.01,10.93
96.23,4.5,10.71,61.4,7.34,492.52,23.03,590.2057466063349,54.82,274.7563420724095,10.07,12.07,0.99,11.01
96.23,4.5,10.71,61.4,7.34,492.52,23.03,590.2057466063349,54.82,274.7563420724095,10.07,12.07,0.99,11.01
94.28,4.61,10.83,61.9,7.58,478.64,23.42,590.2057466063349,54.98,274.7563420724095,9.77,11.72,1.0,10.87
93.82,4.67,10.89,62.1,7.69,474.77,23.63,590.2057466063349,55.11,274.7563420724095,9.68,11.63,0.99,10.82
90.25,4.71,10.9,62.5,7.96,453.78,23.7,590.2057466063349,54.81,274.7563420724095,9.24,11.12,1.0,10.62
88.98,4.76,10.91,62.9,8.03,444.55,23.76,590.2057466063349,54.51,274.7563420724095,9.05,10.89,1.01,10.57
88.82,4.8,10.92,63.4,8.04,440.25,23.79,590.2057466063349,54.13,274.7563420724095,8.95,10.79,1.0,10.55
92.71,4.84,11.02,63.9,8.15,455.94,23.79,590.2057466063349,54.21,274.7563420724095,9.26,11.18,0.99,10.46
97.41,4.87,11.13,64.5,8.35,474.6,23.74,590.2057466063349,54.21,274.7563420724095,9.63,11.64,1.0,10.3
97.66,4.91,11.23,65.2,8.46,470.71,23.67,590.2057466063349,54.13,274.7563420724095,9.55,11.55,1.0,10.18
97.19,4.95,11.34,65.7,8.64,464.88,23.66,590.2057466063349,54.26,274.7563420724095,9.43,11.41,1.02,10.05
103.90,4.98,11.46,66.0,8.41,494.71,23.73,590.2057466063349,54.55,274.7563420724095,10.02,12.14,1.01,10.23
103.90,5.02,11.57,66.5,8.42,490.99,23.72,590.2057466063349,54.68,274.7563420724095,9.94,12.05,0.99,10.22
103.90,5.02,11.57,66.5,8.42,490.99,23.72,590.2057466063349,54.68,274.7563420724095,9.94,12.05,0.99,10.22
94.71,5.05,12.08,67.4,8.81,441.59,23.56,590.2057466063349,56.31,274.7563420724095,8.93,10.84,0.99,9.97
96.11,5.07,12.33,67.7,9.01,446.13,23.53,590.2057466063349,57.23,274.7563420724095,9.01,10.95,1.0,9.87
99.71,5.11,12.65,68.3,9.1,458.77,23.53,590.2057466063349,58.22,274.7563420724095,9.26,11.26,1.01,9.8
98.23,5.16,12.98,69.1,9.1,446.73,23.45,590.2057466063349,59.02,274.7563420724095,9.0,10.96,1.01,9.76
100.10,5.2,13.3,69.8,9.12,450.67,23.41,590.2057466063349,59.88,274.7563420724095,9.07,11.05,1.0,9.72
102.10,5.25,13.53,70.6,9.18,454.47,23.35,590.2057466063349,60.21,274.7563420724095,9.13,11.13,1.0,9.65
99.73,5.29,13.75,71.5,9.25,438.33,23.27,590.2057466063349,60.45,274.7563420724095,8.79,10.73,1.03,9.55
101.70,5.34,13.98,72.3,8.91,442.04,23.21,590.2057466063349,60.76,274.7563420724095,8.85,10.81,1.0,9.73
102.70,5.4,14.2,73.1,8.95,441.5,23.2,590.2057466063349,61.03,274.7563420724095,8.83,10.78,1.0,9.67
107.40,5.45,14.41,73.8,9.03,457.33,23.22,590.2057466063349,61.37,274.7563420724095,9.13,11.16,0.99,9.6
108.60,5.51,14.63,74.6,9.33,457.48,23.21,590.2057466063349,61.63,274.7563420724095,9.11,11.14,0.95,9.39
108.60,5.51,14.63,74.6,9.33,457.48,23.21,590.2057466063349,61.63,274.7563420724095,9.11,11.14,0.95,9.39
103.70,5.6,14.78,75.9,10.65,429.36,23.2,590.2057466063349,61.21,274.7563420724095,8.52,10.43,1.02,8.63
107.80,5.65,14.86,76.7,10.39,441.68,23.15,590.2057466063349,60.88,274.7563420724095,8.75,10.72,0.98,8.75
110.90,5.7,15.0,77.8,10.8,447.95,23.02,590.2057466063349,60.6,274.7563420724095,8.85,10.85,0.92,8.49
115.30,5.75,15.15,78.9,12.41,459.23,22.9,590.2057466063349,60.33,274.7563420724095,9.05,11.11,0.99,7.68
104.70,5.8,15.29,80.1,12.75,410.77,22.76,590.2057466063349,59.99,274.7563420724095,8.08,9.92,1.09,7.5
103.00,5.85,15.17,81.0,11.47,399.61,22.68,590.2057466063349,58.87,274.7563420724095,7.84,9.64,1.09,8.05
107.70,5.89,15.06,81.8,10.18,413.76,22.64,590.2057466063349,57.84,274.7563420724095,8.1,9.97,1.03,8.69
114.60,5.94,14.94,82.7,9.78,435.47,22.57,590.2057466063349,56.77,274.7563420724095,8.51,10.48,0.98,8.89
119.80,5.98,14.84,82.7,10.25,455.23,22.74,590.2057466063349,56.39,274.7563420724095,8.88,10.95,0.96,8.7
123.50,6.03,14.74,83.3,11.1,465.91,22.74,590.2057466063349,55.61,274.7563420724095,9.07,11.19,0.99,8.27
126.50,6.07,14.64,84.0,11.51,473.25,22.71,590.2057466063349,54.77,274.7563420724095,9.2,11.35,1.0,8.08
126.50,6.07,14.64,84.0,11.51,473.25,22.71,590.2057466063349,54.77,274.7563420724095,9.2,11.35,1.0,8.08
135.70,6.13,14.76,85.5,12.68,498.76,22.53,590.2057466063349,54.25,274.7563420724095,9.65,11.93,1.0,7.57
133.50,6.16,14.82,86.3,12.84,486.13,22.43,590.2057466063349,53.97,274.7563420724095,9.39,11.61,1.03,7.51
133.00,6.2,14.74,87.0,12.57,480.41,22.4,590.2057466063349,53.24,274.7563420724095,9.26,11.45,0.98,7.64
128.40,6.24,14.66,87.9,13.19,459.05,22.31,590.2057466063349,52.41,274.7563420724095,8.83,10.93,1.01,7.38
133.20,6.28,14.58,88.5,13.12,472.98,22.3,590.2057466063349,51.77,274.7563420724095,9.08,11.25,0.98,7.44
134.40,6.32,14.72,89.1,13.68,474.03,22.28,590.2057466063349,51.93,274.7563420724095,9.09,11.27,0.99,7.25
131.70,6.35,14.87,89.8,14.1,460.88,22.23,590.2057466063349,52.03,274.7563420724095,8.82,10.94,1.05,7.12
132.30,6.39,15.01,90.6,13.47,458.89,22.16,590.2057466063349,52.06,274.7563420724095,8.77,10.89,0.97,7.38
129.10,6.43,15.1,91.6,14.28,442.91,22.07,590.2057466063349,51.79,274.7563420724095,8.45,10.5,0.98,7.07
129.60,6.48,15.18,92.3,14.94,441.25,22.05,590.2057466063349,51.69,274.7563420724095,8.4,10.45,0.99,6.86
118.30,6.52,15.27,93.2,15.32,398.89,21.98,590.2057466063349,51.49,274.7563420724095,7.58,9.45,1.02,6.74
118.30,6.52,15.27,93.2,15.32,398.89,21.98,590.2057466063349,51.49,274.7563420724095,7.58,9.45,1.02,6.74
122.90,6.59,15.33,93.7,13.39,412.19,22.11,590.2057466063349,51.41,274.7563420724095,7.81,9.76,0.99,7.6
123.80,6.63,15.36,94.0,13.72,413.88,22.16,590.2057466063349,51.35,274.7563420724095,7.83,9.8,0.97,7.52
117.30,6.66,15.18,94.3,14.59,390.9,22.19,590.2057466063349,50.58,274.7563420724095,7.39,9.25,1.02,7.25
114.50,6.69,14.99,94.6,14.43,380.36,22.22,590.2057466063349,49.81,274.7563420724095,7.18,9.01,1.04,7.37
110.80,6.72,14.81,94.5,13.86,368.46,22.35,590.2057466063349,49.25,274.7563420724095,6.95,8.73,1.01,7.69
116.30,6.75,14.6,94.9,13.87,385.12,22.35,590.2057466063349,48.34,274.7563420724095,7.26,9.14,1.03,7.75
116.40,6.78,14.38,95.8,13.62,381.83,22.24,590.2057466063349,47.18,274.7563420724095,7.19,9.07,0.98,7.87
109.70,6.81,14.17,97.0,14.3,355.4,22.06,590.2057466063349,45.91,274.7563420724095,6.69,8.45,1.03,7.58
109.40,6.82,13.97,97.5,13.95,352.61,21.99,590.2057466063349,45.02,274.7563420724095,6.64,8.4,1.06,7.77
109.70,6.84,13.76,97.7,13.06,352.85,21.99,590.2057466063349,44.27,274.7563420724095,6.64,8.42,1.05,8.23
122.40,6.85,13.56,97.9,12.34,392.9,21.99,590.2057466063349,43.53,274.7563420724095,7.4,9.39,1.1,8.64
122.40,6.85,13.56,97.9,12.34,392.9,21.99,590.2057466063349,43.53,274.7563420724095,7.4,9.39,1.1,8.64
138.10,6.86,12.95,98.0,10.55,442.84,22.01,590.2057466063349,41.52,274.7563420724095,8.35,10.62,1.01,9.76
139.40,6.87,12.64,97.6,10.54,448.84,22.12,590.2057466063349,40.7,274.7563420724095,8.47,10.78,1.01,9.89
144.30,6.88,12.57,97.8,10.46,463.67,22.12,590.2057466063349,40.38,274.7563420724095,8.76,11.16,0.99,10.0
146.80,6.9,12.49,97.9,10.72,471.22,22.14,590.2057466063349,40.1,274.7563420724095,8.91,11.36,1.02,9.92
151.90,6.91,12.42,97.9,10.51,487.59,22.18,590.2057466063349,39.87,274.7563420724095,9.23,11.78,1.02,10.14
157.70,6.92,12.48,98.6,10.4,502.62,22.06,590.2057466063349,39.77,274.7563420724095,9.53,12.17,1.01,10.22
164.10,6.93,12.53,99.2,10.38,519.85,21.95,590.2057466063349,39.7,274.7563420724095,9.87,12.61,0.98,10.26
166.40,6.94,12.59,99.5,10.85,525.55,21.92,590.2057466063349,39.76,274.7563420724095,10.0,12.77,0.98,10.03
167.00,6.96,12.83,99.9,11.38,525.33,21.89,590.2057466063349,40.35,274.7563420724095,10.01,12.79,0.98,9.76
162.40,6.98,13.06,100.2,11.85,509.33,21.89,590.2057466063349,40.97,274.7563420724095,9.73,12.42,1.02,9.56
167.20,7.0,13.3,100.7,11.65,521.78,21.84,590.2057466063349,41.51,274.7563420724095,9.98,12.75,1.02,9.72
167.20,7.0,13.3,100.7,11.65,521.78,21.84,590.2057466063349,41.51,274.7563420724095,9.98,12.75,1.02,9.72
165.20,7.06,13.79,101.2,11.69,512.99,21.92,590.2057466063349,42.81,274.7563420724095,9.85,12.58,1.0,9.84
164.40,7.09,14.03,101.3,11.83,510.0,21.99,590.2057466063349,43.52,274.7563420724095,9.82,12.53,1.02,9.84
166.40,7.12,14.44,101.9,11.67,513.17,21.96,590.2057466063349,44.53,274.7563420724095,9.89,12.63,1.0,9.97
157.30,7.15,14.85,102.4,11.84,482.74,21.94,590.2057466063349,45.57,274.7563420724095,9.32,11.9,0.98,9.92
157.40,7.18,15.26,102.6,12.32,482.1,21.99,590.2057466063349,46.74,274.7563420724095,9.33,11.9,0.99,9.73
157.60,7.22,15.57,103.1,12.63,480.37,22.02,590.2057466063349,47.47,274.7563420724095,9.31,11.88,0.97,9.61
156.60,7.27,15.89,103.4,13.41,475.94,22.08,590.2057466063349,48.28,274.7563420724095,9.23,11.78,1.0,9.28
153.10,7.31,16.2,103.7,13.56,463.96,22.15,590.2057466063349,49.09,274.7563420724095,9.01,11.5,1.02,9.28
151.10,7.33,16.32,104.1,13.36,456.14,22.14,590.2057466063349,49.27,274.7563420724095,8.87,11.32,1.05,9.45
164.40,7.36,16.44,104.5,12.72,494.39,22.12,590.2057466063349,49.44,274.7563420724095,9.62,12.27,1.02,9.85
166.10,7.38,16.56,105.0,12.52,497.12,22.09,590.2057466063349,49.56,274.7563420724095,9.69,12.35,1.03,10.02
166.10,7.38,16.56,105.0,12.52,497.12,22.09,590.2057466063349,49.56,274.7563420724095,9.69,12.35,1.03,10.02
166.30,7.48,16.61,105.3,11.57,496.3,22.32,590.2057466063349,49.58,274.7563420724095,9.69,12.35,1.01,10.77
164.50,7.53,16.64,105.3,11.5,490.93,22.47,590.2057466063349,49.66,274.7563420724095,9.6,12.22,1.02,10.92
171.60,7.57,16.56,105.5,11.38,511.15,22.56,590.2057466063349,49.32,274.7563420724095,10.0,12.73,1.0,11.08
180.90,7.62,16.47,106.0,11.51,536.31,22.58,590.2057466063349,48.84,274.7563420724095,10.49,13.36,0.99,11.04
179.40,7.66,16.39,106.4,11.86,529.86,22.62,590.2057466063349,48.41,274.7563420724095,10.37,13.2,1.04,10.88
180.60,7.69,16.13,106.9,11.43,530.91,22.6,590.2057466063349,47.42,274.7563420724095,10.4,13.22,1.04,11.22
184.90,7.71,15.87,107.3,10.85,541.53,22.59,590.2057466063349,46.48,274.7563420724095,10.61,13.49,1.05,11.67
188.90,7.74,15.61,107.6,10.16,551.7,22.61,590.2057466063349,45.59,274.7563420724095,10.81,13.74,1.0,12.25
192.50,7.77,15.48,107.8,10.31,561.17,22.66,590.2057466063349,45.14,274.7563420724095,11.0,13.98,1.01,12.21
188.30,7.81,15.36,108.0,10.33,547.91,22.72,590.2057466063349,44.68,274.7563420724095,10.74,13.65,1.01,12.28
184.10,7.84,15.23,108.3,10.37,534.2,22.75,590.2057466063349,44.19,274.7563420724095,10.47,13.31,1.02,12.32
184.10,7.84,15.23,108.3,10.37,534.2,22.75,590.2057466063349,44.19,274.7563420724095,10.47,13.31,1.02,12.32
197.50,7.88,14.82,109.0,9.78,569.41,22.72,590.2057466063349,42.72,274.7563420724095,11.16,14.19,1.04,12.92
207.30,7.9,14.61,109.3,9.26,596.02,22.71,590.2057466063349,42.01,274.7563420724095,11.69,14.85,1.01,13.42
208.20,7.94,14.58,109.6,9.19,596.97,22.77,590.2057466063349,41.81,274.7563420724095,11.72,14.88,1.04,13.55
219.40,7.98,14.55,109.3,8.7,630.81,22.94,590.2057466063349,41.83,274.7563420724095,12.39,15.73,1.07,14.13
232.30,8.02,14.52,108.8,7.78,670.97,23.16,590.2057466063349,41.94,274.7563420724095,13.19,16.73,1.04,15.2
238.00,8.05,14.58,108.6,7.3,688.7,23.28,590.2057466063349,42.2,274.7563420724095,13.55,17.18,0.98,15.84
238.50,8.07,14.65,108.9,7.71,688.24,23.3,590.2057466063349,42.27,274.7563420724095,13.56,17.18,1.0,15.44
245.30,8.1,14.71,109.5,7.8,703.99,23.25,590.2057466063349,42.22,274.7563420724095,13.89,17.58,1.04,15.36
240.20,8.14,14.76,109.5,7.3,689.35,23.37,590.2057466063349,42.35,274.7563420724095,13.62,17.23,1.02,16.0
245.00,8.19,14.8,109.7,7.17,701.84,23.45,590.2057466063349,42.41,274.7563420724095,13.89,17.55,0.99,16.22
238.30,8.23,14.85,110.2,7.45,679.55,23.47,590.2057466063349,42.35,274.7563420724095,13.47,17.01,1.01,15.93
238.30,8.23,14.85,110.2,7.45,679.55,23.47,590.2057466063349,42.35,274.7563420724095,13.47,17.01,1.01,15.93
245.10,8.26,14.6,110.4,7.25,697.68,23.52,590.2057466063349,41.57,274.7563420724095,13.87,17.49,1.02,16.32
248.60,8.28,14.48,110.5,7.11,707.0,23.55,590.2057466063349,41.18,274.7563420724095,14.09,17.74,1.01,16.57
264.50,8.3,14.69,111.2,7.08,747.48,23.46,590.2057466063349,41.51,274.7563420724095,14.92,18.78,0.99,16.59
280.90,8.32,14.89,111.6,7.25,790.99,23.43,590.2057466063349,41.94,274.7563420724095,15.82,19.89,1.01,16.43
292.50,8.34,15.1,112.1,7.25,819.98,23.38,590.2057466063349,42.33,274.7563420724095,16.43,20.63,0.95,16.46
289.30,8.4,14.87,112.7,8.02,806.69,23.42,590.2057466063349,41.47,274.7563420724095,16.2,20.3,0.97,15.61
289.10,8.46,14.65,113.1,8.61,803.28,23.51,590.2057466063349,40.7,274.7563420724095,16.16,20.23,1.02,15.05
301.40,8.52,14.42,113.5,8.4,834.5,23.59,590.2057466063349,39.93,274.7563420724095,16.83,21.04,1.0,15.31
310.10,8.57,14.9,113.8,8.45,856.33,23.66,590.2057466063349,41.15,274.7563420724095,17.31,21.61,0.99,15.33
329.40,8.61,15.38,114.4,8.76,904.86,23.66,590.2057466063349,42.25,274.7563420724095,18.33,22.85,0.96,15.04
318.70,8.66,15.86,115.0,9.42,870.89,23.66,590.2057466063349,43.34,274.7563420724095,17.68,22.01,1.0,14.44
318.70,8.66,15.86,115.0,9.42,870.89,23.66,590.2057466063349,43.34,274.7563420724095,17.68,22.01,1.0,14.44
245.00,8.76,16.95,115.4,8.86,667.18,23.86,590.2057466063349,46.17,274.7563420724095,13.59,16.89,1.0,15.15
241.00,8.81,17.5,115.4,8.99,656.29,23.99,590.2057466063349,47.66,274.7563420724095,13.39,16.62,1.03,15.13
250.50,8.86,17.86,115.7,8.67,680.39,24.06,590.2057466063349,48.52,274.7563420724095,13.9,17.24,1.04,15.53
258.10,8.9,18.23,116.0,8.21,699.22,24.12,590.2057466063349,49.38,274.7563420724095,14.3,17.71,1.0,16.08
265.70,8.95,18.59,116.5,8.37,716.72,24.14,590.2057466063349,50.15,274.7563420724095,14.67,18.15,0.98,15.95
262.60,9.04,19.62,117.1,8.72,704.72,24.27,590.2057466063349,52.64,274.7563420724095,14.43,17.84,0.98,15.61
256.10,9.14,20.64,117.5,9.09,684.94,24.44,590.2057466063349,55.21,274.7563420724095,14.03,17.33,1.02,15.3
270.70,9.23,21.67,118.0,8.92,720.92,24.58,590.2057466063349,57.71,274.7563420724095,14.77,18.21,1.0,15.52
269.10,9.31,22.02,118.5,9.06,713.64,24.68,590.2057466063349,58.4,274.7563420724095,14.61,17.99,0.99,15.43
263.70,9.38,22.38,119.0,9.26,696.38,24.78,590.2057466063349,59.09,274.7563420724095,14.24,17.52,1.03,15.28
268.00,9.46,22.73,119.8,8.98,703.01,24.82,590.2057466063349,59.62,274.7563420724095,14.37,17.65,1.02,15.57
268.00,9.46,22.73,119.8,8.98,703.01,24.82,590.2057466063349,59.62,274.7563420724095,14.37,17.65,1.02,15.57
271.00,9.64,23.42,120.3,8.96,707.92,25.18,590.2057466063349,61.17,274.7563420724095,14.45,17.69,1.0,15.76
276.50,9.75,23.75,120.5,9.11,721.09,25.43,590.2057466063349,61.94,274.7563420724095,14.7,17.98,1.01,15.69
285.40,9.81,24.16,121.1,9.09,740.61,25.47,590.2057466063349,62.7,274.7563420724095,15.09,18.43,1.0,15.76
294.00,9.9,24.56,121.6,9.17,759.79,25.58,590.2057466063349,63.47,274.7563420724095,15.47,18.86,1.0,15.73
292.70,10.01,24.96,122.3,9.36,752.1,25.72,590.2057466063349,64.14,274.7563420724095,15.3,18.62,1.02,15.57
302.30,10.09,25.05,123.1,9.18,771.72,25.75,590.2057466063349,63.94,274.7563420724095,15.69,19.06,1.03,15.77
313.90,10.19,25.13,123.8,8.86,796.81,25.87,590.2057466063349,63.8,274.7563420724095,16.19,19.63,1.05,16.13
323.70,10.37,25.22,124.1,8.28,819.7,26.26,590.2057466063349,63.86,274.7563420724095,16.64,20.15,1.02,16.84
331.90,10.42,24.71,124.4,8.02,838.43,26.33,590.2057466063349,62.42,274.7563420724095,17.01,20.56,1.0,17.21
346.60,10.55,24.2,124.6,8.11,874.16,26.6,590.2057466063349,61.03,274.7563420724095,17.73,21.39,1.0,17.19
347.30,10.73,23.69,125.0,8.19,873.12,26.98,590.2057466063349,59.56,274.7563420724095,17.71,21.33,1.02,17.16
347.30,10.73,23.69,125.0,8.19,873.12,26.98,590.2057466063349,59.56,274.7563420724095,17.71,21.33,1.02,17.16
340.20,10.92,23.16,125.9,7.87,849.16,27.27,590.2057466063349,57.82,274.7563420724095,17.24,20.7,1.01,17.65
348.60,11.06,22.87,126.1,7.84,868.75,27.56,590.2057466063349,56.99,274.7563420724095,17.65,21.15,0.98,17.77
339.97,11.14,22.49,127.4,8.21,838.6,27.48,590.2057466063349,55.48,274.7563420724095,17.05,20.41,0.99,17.26
330.45,11.23,22.08,128.0,8.47,811.29,27.57,590.2057466063349,54.21,274.7563420724095,16.51,19.74,1.0,17.0
338.46,11.32,21.67,128.7,8.59,826.44,27.64,590.2057466063349,52.91,274.7563420724095,16.83,20.1,0.99,16.89
338.18,11.44,21.53,128.9,8.79,824.47,27.88,590.2057466063349,52.5,274.7563420724095,16.81,20.06,1.01,16.76
350.25,11.55,21.4,129.2,8.76,851.92,28.1,590.2057466063349,52.04,274.7563420724095,17.39,20.72,1.03,16.88
360.39,11.66,21.26,129.9,8.48,871.86,28.21,590.2057466063349,51.43,274.7563420724095,17.82,21.21,1.01,17.23
360.03,11.73,21.42,130.4,8.47,867.65,28.26,590.2057466063349,51.62,274.7563420724095,17.75,21.1,0.99,17.29
330.75,11.78,21.58,131.6,8.75,789.82,28.14,590.2057466063349,51.53,274.7563420724095,16.17,19.21,1.0,16.94
315.41,11.83,21.74,132.7,8.89,746.94,28.02,590.2057466063349,51.48,274.7563420724095,15.3,18.17,1.02,16.77
315.41,11.83,21.74,132.7,8.89,746.94,28.02,590.2057466063349,51.48,274.7563420724095,15.3,18.17,1.02,16.77
315.29,12.01,21.47,133.8,8.39,740.52,28.22,590.2057466063349,50.43,274.7563420724095,15.19,18.02,1.03,17.44
328.75,12.09,21.34,133.8,8.08,772.13,28.4,590.2057466063349,50.12,274.7563420724095,15.85,18.8,1.01,17.93
325.49,12.11,21.18,134.6,8.09,759.93,28.27,590.2057466063349,49.46,274.7563420724095,15.61,18.5,1.02,17.93
362.26,12.11,21.03,134.8,7.85,844.52,28.24,590.2057466063349,49.02,274.7563420724095,17.35,20.56,0.99,18.32
372.28,12.11,20.94,135.0,8.11,866.6,28.19,590.2057466063349,48.74,274.7563420724095,17.82,21.1,1.01,18.09
379.68,12.13,20.36,135.2,8.04,882.52,28.19,590.2057466063349,47.33,274.7563420724095,18.16,21.48,1.0,18.27
377.99,12.14,19.86,135.6,8.07,876.0,28.13,590.2057466063349,46.02,274.7563420724095,18.04,21.33,0.99,18.3
378.29,12.15,19.41,136.0,8.28,874.11,28.07,590.2057466063349,44.85,274.7563420724095,18.02,21.29,1.01,18.11
380.23,12.19,18.84,136.2,8.27,877.31,28.13,590.2057466063349,43.47,274.7563420724095,18.1,21.38,1.03,18.22
389.40,12.24,18.33,136.6,7.9,895.83,28.15,590.2057466063349,42.17,274.7563420724095,18.51,21.85,1.02,18.75
387.20,12.28,17.82,137.2,7.65,886.88,28.13,590.2057466063349,40.82,274.7563420724095,18.36,21.66,1.01,19.12
387.20,12.28,17.82,137.2,7.65,886.88,28.13,590.2057466063349,40.82,274.7563420724095,18.36,21.66,1.01,19.12
385.92,12.23,16.59,137.8,7.42,880.1,27.88,590.2057466063349,37.83,274.7563420724095,18.29,21.56,1.03,19.59
388.51,12.2,15.97,137.9,7.09,885.36,27.8,590.2057466063349,36.39,274.7563420724095,18.44,21.73,1.01,20.15
416.08,12.24,16.05,138.1,7.03,946.81,27.85,590.2057466063349,36.52,274.7563420724095,19.77,23.29,0.98,20.33
412.56,12.28,16.12,138.6,7.34,935.42,27.84,590.2057466063349,36.56,274.7563420724095,19.58,23.06,0.99,19.93
407.36,12.32,16.19,139.3,7.54,918.99,27.79,590.2057466063349,36.52,274.7563420724095,19.28,22.7,1.01,19.68
407.41,12.32,16.48,139.5,7.48,917.78,27.75,590.2057466063349,37.13,274.7563420724095,19.3,22.71,1.01,19.85
414.81,12.32,16.77,139.7,7.39,933.11,27.71,590.2057466063349,37.72,274.7563420724095,19.66,23.13,1.02,20.07
408.27,12.32,17.05,140.2,7.26,915.13,27.61,590.2057466063349,38.22,274.7563420724095,19.32,22.72,1.04,20.31
415.05,12.34,17.38,140.5,6.84,928.34,27.61,590.2057466063349,38.87,274.7563420724095,19.62,23.07,1.02,21.0
417.93,12.37,17.71,140.9,6.59,932.12,27.58,590.2057466063349,39.5,274.7563420724095,19.72,23.18,1.02,21.44
418.48,12.4,18.04,141.3,6.42,930.71,27.58,590.2057466063349,40.12,274.7563420724095,19.71,23.16,0.99,21.76
418.48,12.4,18.04,141.3,6.42,930.71,27.58,590.2057466063349,40.12,274.7563420724095,19.71,23.16,0.99,21.76
422.84,12.38,18.74,142.0,6.87,935.77,27.4,590.2057466063349,41.47,274.7563420724095,19.83,23.3,1.01,21.19
435.64,12.39,19.09,141.9,6.77,964.78,27.44,590.2057466063349,42.28,274.7563420724095,20.45,24.02,1.02,21.48
